pcb_material,solder_type,coating_type,component_density,via_structure,surface_finish,process_line,chamber_id,laminate_vendor,thickness_mm,copper_layers,copper_weight_oz,thermal_cycles,temp_min_c,temp_max_c,temp_span_c,ramp_rate_c_per_min,dwell_hot_min,dwell_cold_min,humidity_percent,vacuum_kpa,vibration_rms_g,initial_scale_coeff,rework_count,pcb_area_cm2,hole_density_per_dm2,copper_imbalance_percent,void_fraction_percent,ionic_contamination_ug_cm2,board_age_days,cycles_per_day,peak_assembly_temp_c,inspection_delay_hours,tg_c,cte_z_ppm,moisture_absorption_percent,warp_energy_index,via_fatigue_index,solder_creep_index,delamination_risk_index,residual_stress_index,deformation_um,drift_percent,post_scale_coeff,exceeds_threshold,severe_threshold
Rogers,SnAgCu,Silicone,UltraHigh,StackedMicrovia,ENIG,LineB,Chamber_2,VendorC,2.518,2,2.0,1292,-40,105,145,5.96,11,116,86.77,27.431,0.777,0.992976,1,124.21,22.92,27.64,6.475,0.338,315,1.01,235,40.91,287.0,31.0,0.05,4.896,143.422,111.622,6.538,2.356,8.656,2.7977,1.020757,0,0
HighTg_FR4,SnAgCu,NanoCeramic,High,BlindBuried,ImmAg,LineB,Chamber_1,VendorA,0.757,10,1.0,540,-40,125,165,3.923,76,114,51.45,0.445,2.217,1.012588,1,115.72,187.35,9.51,6.716,1.68,35,4.128,235,15.17,172.0,55.0,0.13,7.078,139.666,59.76,9.456,2.002,6.981,2.6603,1.039526,0,0
HighTg_FR4,SnAgCu,None,High,BlindBuried,ENIG,LineA,Chamber_1,VendorC,2.607,10,1.0,186,-20,125,145,13.445,15,63,41.72,2.782,7.626,0.993362,0,51.14,380.67,3.11,1.271,0.338,207,1.483,235,32.03,172.0,55.0,0.13,0.883,43.315,19.839,12.543,1.884,0.0,1.0161,1.003456,0,0
Rogers,SACXPlus,None,UltraHigh,StackedMicrovia,ENIG,LineA,Chamber_2,VendorD,1.748,6,1.0,1967,-20,105,125,10.085,67,29,29.46,36.191,5.93,1.005836,0,26.71,588.69,23.2,1.706,0.512,700,4.598,235,9.97,287.0,31.0,0.05,1.345,163.711,141.981,5.143,3.808,12.806,3.35,1.039531,1,0
HighTg_FR4,SACXPlus,None,Medium,Through,ImmAg,LineA,Chamber_2,VendorB,1.869,10,1.0,1912,-40,125,165,16.291,109,51,97.36,0.35,9.371,1.009968,2,224.8,525.81,10.38,2.553,0.521,117,4.283,245,21.96,172.0,55.0,0.13,4.792,120.762,166.29,20.154,3.182,,5.3557,1.064059,1,1
FR4,SnAgCu,None,Medium,Through,HASL,LineB,Chamber_1,VendorB,1.834,8,1.0,1124,-40,125,165,17.399,102,36,61.67,,5.236,1.002125,1,179.0,655.19,10.12,3.902,0.456,126,4.081,255,50.88,136.0,69.0,0.18,3.912,108.432,120.856,50.885,2.831,6.306,3.2139,1.034332,1,0
FR4,SnPb,None,High,StackedMicrovia,ImmAg,LineB,Chamber_2,VendorC,1.21,6,1.0,1879,-55,150,205,15.715,78,61,,0.214,5.979,0.986667,1,146.05,197.32,4.26,5.981,0.453,21,6.817,255,5.85,136.0,69.0,0.18,5.339,423.192,324.59,77.587,3.872,42.399,12.1616,1.106661,1,1
FR4,SnPb,Silicone,Low,StackedMicrovia,ENIG,LineC,Chamber_2,VendorB,2.343,4,1.0,2107,-20,85,105,10.218,41,23,96.59,33.064,17.247,0.990556,3,147.52,647.34,32.36,9.401,0.271,526,3.421,235,,136.0,69.0,0.18,2.52,168.953,206.488,15.03,3.9,25.488,6.7392,1.057311,1,1
FR4,SACXPlus,None,Medium,Microvia,ENIG,LineB,Chamber_1,VendorB,2.238,12,3.0,2028,-20,85,105,13.771,65,52,26.6,0.995,15.748,0.995399,1,23.18,98.01,28.36,4.807,0.418,150,6.558,245,4.04,136.0,69.0,0.18,1.489,105.547,119.18,9.808,4.046,4.548,2.2759,1.018054,0,0
HighTg_FR4,SnAgCu,Parylene,High,Through,ENIG,LineB,Chamber_1,VendorC,0.901,8,1.0,1829,-65,150,215,6.551,17,15,,3.224,0.241,1.007048,1,118.73,155.34,24.85,7.148,1.632,226,6.734,245,18.63,172.0,55.0,0.13,13.296,244.912,225.152,21.794,4.048,,6.7311,1.074834,1,1
Ceramic,SnAgCu,NanoCeramic,High,StackedMicrovia,ENIG,LineA,Chamber_1,VendorB,1.882,4,2.0,134,-40,105,145,1.054,91,117,79.09,3.305,10.841,1.00974,2,222.53,337.53,18.47,2.455,0.662,541,3.354,255,69.01,400.0,8.0,0.01,7.178,56.54,17.365,4.958,2.532,4.96,2.21,1.032055,0,0
Polyimide,SnAgCu,NanoCeramic,Medium,Microvia,HASL,LineD,Chamber_1,VendorD,2.71,4,3.0,1671,-65,105,170,14.224,21,7,47.83,,2.559,1.002461,3,120.57,163.38,0.99,4.33,0.582,550,2.954,245,62.78,255.0,47.0,0.27,2.032,157.338,145.285,9.798,3.581,8.558,4.2951,1.045518,1,0
FR4,SnAgCu,Silicone,High,Microvia,HASL,LineA,Chamber_3,VendorD,2.529,8,1.0,2025,-55,85,140,14.242,11,108,93.29,0.186,14.21,1.008426,0,146.94,41.47,33.02,3.301,1.141,351,0.56,235,7.41,136.0,69.0,0.18,4.891,148.47,141.09,15.872,2.1,19.962,4.8887,1.057725,1,0
HighTg_FR4,SnAgCu,None,Low,Through,ENIG,LineA,Chamber_1,VendorB,2.014,8,1.0,422,-55,70,125,0.938,78,112,60.27,11.153,15.047,0.9809,2,101.72,454.84,6.67,5.593,0.462,588,6.704,235,62.86,172.0,55.0,0.13,1.222,50.579,29.188,10.578,2.955,0.0,1.6881,0.997459,0,0
FR4,SACXPlus,None,UltraHigh,BlindBuried,ENIG,LineC,Chamber_3,VendorC,1.117,6,0.5,183,-55,85,140,15.654,71,116,42.22,26.528,11.887,1.003572,4,41.32,297.21,24.32,1.057,0.136,420,6.356,235,61.08,136.0,69.0,0.18,2.959,51.569,14.78,15.666,2.724,8.571,2.8737,1.032412,0,0
Rogers,SACXPlus,None,Low,Microvia,ENIG,LineC,Chamber_1,VendorE,1.429,12,2.0,784,-40,85,125,15.961,68,57,20.71,0.142,12.117,0.999221,1,89.83,647.49,18.6,1.976,1.046,190,1.623,255,34.89,287.0,31.0,0.05,2.479,101.42,48.276,4.887,2.217,5.385,2.6576,1.025776,0,0
FR4,SnAgCu,NanoCeramic,High,StackedMicrovia,HASL,LineC,Chamber_1,VendorC,1.016,4,3.0,1819,-65,105,170,6.315,60,94,72.97,,15.326,1.005943,0,36.89,688.96,9.56,5.897,0.258,160,1.671,235,62.65,136.0,69.0,0.18,2.7,317.797,159.32,14.22,2.741,35.687,6.7454,1.073797,1,1
Polyimide,SnAgCu,NanoCeramic,Medium,BlindBuried,HASL,LineB,Chamber_2,VendorE,2.426,12,3.0,1812,-40,105,145,1.097,74,113,77.21,0.6,1.833,1.009027,0,146.44,649.37,15.52,3.305,0.433,244,6.618,245,35.17,255.0,47.0,0.27,3.459,129.529,159.529,7.905,4.156,9.269,3.4656,1.043996,1,0
FR4,SnAgCu,Acrylic,Medium,BlindBuried,HASL,LineB,Chamber_3,VendorD,2.335,6,1.0,1302,-40,105,145,15.868,56,102,25.04,4.584,12.738,0.987387,0,235.95,371.03,19.6,3.357,0.168,13,1.437,245,10.97,136.0,69.0,0.18,4.98,109.248,114.792,15.69,2.032,14.289,2.3943,1.011028,0,0
Polyimide,SnPb,Acrylic,Medium,Microvia,ENIG,LineB,Chamber_1,VendorB,2.612,8,3.0,2165,-40,70,110,2.013,21,105,40.21,2.909,2.159,0.99868,0,98.52,229.52,23.87,4.688,0.305,357,6.853,255,,255.0,47.0,0.27,2.538,143.372,172.626,6.387,4.617,3.098,3.1742,1.030381,1,0
HighTg_FR4,SnPb,Silicone,Medium,BlindBuried,ENIG,LineB,Chamber_1,VendorB,0.833,10,1.0,393,-65,70,135,4.794,71,62,11.06,14.22,0.762,1.016014,2,208.57,669.51,25.33,2.779,0.305,84,2.192,255,24.26,172.0,55.0,0.13,12.968,115.106,37.567,4.617,1.908,1.917,1.9989,1.036323,0,0
Ceramic,SnAgCu,Acrylic,Medium,BlindBuried,HASL,LineB,Chamber_2,VendorA,2.726,10,1.0,1937,-55,105,160,10.132,10,91,57.27,3.075,11.495,1.003647,0,27.5,273.95,1.18,2.947,0.724,38,4.309,255,24.84,400.0,8.0,0.01,0.563,135.838,166.54,3.959,3.213,15.179,4.0129,1.043922,1,0
FR4,SACXPlus,NanoCeramic,High,Through,ENIG,LineB,Chamber_1,VendorD,2.729,4,1.0,1921,-40,85,125,14.844,13,30,61.21,0.102,4.898,0.998797,0,130.11,277.64,29.62,2.131,0.14,138,1.933,255,53.39,136.0,69.0,0.18,3.426,74.773,110.346,11.028,2.729,9.322,2.446,1.023228,0,0
Rogers,SACXPlus,None,High,Through,OSP,LineA,Chamber_2,VendorB,2.116,10,1.0,2089,-40,125,165,14.247,71,111,84.04,0.417,0.826,0.985386,2,163.29,451.85,24.47,0.077,1.151,18,2.466,255,15.86,287.0,31.0,0.05,6.108,118.305,179.37,9.689,2.494,6.366,3.996,1.024762,1,0
HighTg_FR4,LowTemp,Acrylic,Low,Microvia,,LineD,Chamber_3,VendorD,2.552,6,1.0,671,-40,105,145,12.516,86,60,8.41,1.029,1.136,1.006514,1,88.87,451.23,26.6,1.8,0.462,107,5.087,265,53.95,172.0,55.0,0.13,1.792,128.591,108.953,7.387,2.914,2.025,2.0565,1.027213,0,0
Ceramic,LowTemp,Acrylic,High,Through,ENIG,LineA,Chamber_1,VendorC,1.621,2,1.0,1427,-40,85,125,15.053,15,36,17.01,3.866,17.634,0.983317,2,39.83,91.11,11.8,3.982,0.497,587,7.305,235,40.0,400.0,8.0,0.01,1.256,133.681,174.256,3.388,4.129,26.733,4.1217,1.023847,1,0
Rogers,SnPb,None,High,Through,ImmAg,LineA,Chamber_3,VendorD,1.358,8,3.0,636,-20,105,125,12.589,49,40,8.9,0.181,4.016,0.997859,1,66.37,150.28,23.6,0.494,0.571,657,5.192,245,43.07,287.0,31.0,0.05,3.747,84.346,79.657,3.876,3.061,7.558,1.7028,1.014851,0,0
Rogers,SnAgCu,Acrylic,High,StackedMicrovia,ENIG,LineD,Chamber_1,VendorD,1.024,6,1.0,1083,-55,105,160,11.768,112,104,92.89,0.65,7.341,0.994105,0,33.54,20.01,20.82,10.005,0.181,328,2.108,255,51.33,287.0,31.0,0.05,2.483,228.104,99.265,7.959,2.805,14.749,5.0385,1.044193,1,0
FR4,SnAgCu,Parylene,Medium,Microvia,ENIG,LineC,Chamber_3,VendorA,0.766,6,2.0,2115,-65,70,135,3.684,95,28,53.19,0.081,4.798,1.004721,1,215.18,87.3,11.5,2.444,0.908,376,4.881,255,56.91,136.0,69.0,0.18,9.612,263.02,126.612,7.679,4.275,,5.2206,1.057174,1,0
FR4,SnPb,None,Low,Through,HASL,LineB,Chamber_3,VendorB,0.788,6,1.0,1152,-20,125,145,8.367,98,84,28.63,0.58,16.836,0.992816,1,19.02,253.08,5.71,2.083,0.879,359,1.82,265,27.99,136.0,69.0,0.18,0.809,168.897,170.711,29.666,2.508,23.385,3.8629,1.031168,1,0
FR4,SnAgCu,Silicone,UltraHigh,Through,ENIG,LineC,Chamber_2,VendorC,2.152,2,0.5,1701,-40,70,110,8.564,81,37,7.76,2.453,1.329,0.996059,1,33.4,665.08,19.82,4.445,0.875,439,4.581,255,49.33,136.0,69.0,0.18,0.979,81.689,102.155,6.084,3.779,5.39,2.221,1.018181,0,0
FR4,SACXPlus,Acrylic,Medium,Microvia,ENIG,LineA,Chamber_3,VendorD,1.407,4,1.0,1030,-55,85,140,1.118,26,74,14.88,61.691,9.778,0.989071,1,194.64,563.56,26.18,2.461,0.227,437,2.192,255,3.71,136.0,69.0,0.18,7.744,125.532,60.328,6.056,2.353,13.624,2.5645,1.014436,0,0
Polyimide,SnAgCu,None,Medium,BlindBuried,HASL,LineC,Chamber_3,VendorD,0.814,8,2.0,41,-20,85,105,7.775,50,67,72.25,0.193,8.6,0.997019,0,84.54,174.9,11.72,0.268,0.243,220,6.737,245,55.6,255.0,47.0,0.27,3.287,26.685,5.734,12.043,2.367,8.127,1.7639,1.014605,0,0
Rogers,SnAgCu,None,High,BlindBuried,OSP,LineA,Chamber_1,VendorC,0.936,4,2.0,374,-55,105,160,4.706,74,77,50.19,0.062,12.458,1.002577,0,98.98,99.02,29.5,4.236,0.629,237,7.31,265,55.02,287.0,31.0,0.05,9.407,100.0,36.322,5.8,2.538,6.886,2.5956,1.0286,0,0
Rogers,SnAgCu,Acrylic,Medium,BlindBuried,ENIG,LineD,Chamber_1,VendorD,2.097,6,0.5,1492,-20,105,125,2.342,82,32,73.57,0.879,16.17,0.995831,0,86.08,699.12,29.53,7.428,0.396,502,5.457,245,69.97,287.0,31.0,0.05,2.306,108.466,132.574,6.365,4.171,16.666,4.204,1.037696,1,0
HighTg_FR4,SACXPlus,None,High,Through,HASL,LineA,Chamber_1,VendorC,2.671,6,1.0,700,-40,125,165,10.197,21,110,30.4,5.066,0.007,0.996238,0,215.74,509.74,25.91,1.199,0.508,549,3.597,255,13.37,172.0,55.0,0.13,6.615,62.913,59.8,12.06,2.457,,1.8345,1.014514,0,0
Polyimide,SnAgCu,Acrylic,Low,Microvia,HASL,LineC,Chamber_2,VendorA,1.557,4,1.0,714,-40,105,145,4.877,117,107,46.44,5.067,0.298,1.001974,2,224.18,375.86,4.35,5.226,0.431,158,7.189,245,9.92,255.0,47.0,0.27,2.876,117.636,68.538,8.039,2.699,10.972,3.4416,1.036458,1,0
Rogers,SnAgCu,Parylene,High,Through,HASL,LineB,Chamber_2,VendorE,2.333,4,1.0,235,-20,85,105,4.075,113,112,63.4,0.691,6.791,1.012013,0,224.2,685.32,17.45,2.718,1.564,17,3.343,255,66.41,287.0,31.0,0.05,4.035,31.749,22.831,3.955,2.177,4.88,1.4683,1.026873,0,0
Rogers,SnAgCu,Parylene,UltraHigh,BlindBuried,ENIG,LineA,Chamber_2,VendorC,2.745,4,2.0,1814,-40,105,145,14.333,10,63,25.53,0.067,7.229,1.008935,2,86.23,668.79,33.4,1.913,0.885,7,3.251,245,24.35,287.0,31.0,0.05,3.761,119.635,156.601,4.712,2.676,9.868,2.7008,1.036184,0,0
FR4,LowTemp,NanoCeramic,UltraHigh,Through,HASL,LineB,Chamber_2,VendorD,2.187,10,2.0,231,-65,105,170,14.734,73,26,32.45,53.991,16.029,0.984475,3,62.48,98.78,8.83,1.945,0.294,92,1.411,245,43.86,136.0,69.0,0.18,2.197,66.481,43.228,18.436,2.028,9.896,3.0155,1.014162,1,0
HighTg_FR4,SACXPlus,Acrylic,UltraHigh,Through,ENIG,LineC,Chamber_2,VendorB,2.218,12,1.0,1201,-40,105,145,12.167,22,69,19.03,2.267,5.02,1.009209,1,201.82,452.48,1.23,1.152,0.521,274,7.433,245,68.73,172.0,55.0,0.13,2.933,79.868,86.037,8.166,3.993,5.485,1.7038,1.026404,0,0
Rogers,SnAgCu,Parylene,High,Through,ENIG,LineA,Chamber_1,VendorC,1.993,4,0.5,713,-40,105,145,4.062,42,15,71.49,18.294,15.27,1.016414,2,206.47,489.15,17.63,6.4,0.261,668,1.523,255,48.81,287.0,31.0,0.05,5.694,72.619,64.142,5.421,2.594,10.385,2.3285,1.040081,0,0
FR4,SACXPlus,Silicone,Medium,StackedMicrovia,ENIG,LineD,Chamber_1,VendorB,2.753,2,1.0,1998,-40,85,125,11.682,107,87,59.57,1.021,1.607,1.008468,0,96.65,607.26,9.06,3.744,0.413,426,8.073,255,19.44,136.0,69.0,0.18,1.274,131.295,119.219,11.713,5.109,14.852,4.1544,1.050363,1,0
HighTg_FR4,SnAgCu,None,UltraHigh,Through,ImmAg,LineB,Chamber_3,VendorB,1.33,6,3.0,1479,-55,105,160,13.069,84,37,46.91,27.768,1.393,0.971038,3,146.32,359.07,25.17,3.41,0.465,631,6.328,255,9.46,172.0,55.0,0.13,10.733,137.097,132.512,14.0,3.921,7.272,4.3576,1.013352,1,0
Rogers,LowTemp,Acrylic,UltraHigh,Through,ImmAg,LineC,Chamber_1,VendorA,2.344,6,1.0,187,-55,105,160,4.813,46,28,58.19,19.465,13.412,1.003177,1,104.74,482.29,32.02,1.062,0.356,646,7.214,245,25.04,287.0,31.0,0.05,5.008,56.025,32.937,6.566,2.565,15.486,1.7705,1.020939,0,0
Rogers,SnAgCu,Silicone,Medium,Through,ENIG,LineB,Chamber_1,VendorD,1.572,6,1.0,1366,-20,125,145,3.087,6,99,21.62,0.103,,1.016602,2,21.33,261.12,14.66,1.238,0.599,56,4.327,245,48.17,287.0,31.0,0.05,0.875,110.087,140.279,3.843,3.006,15.645,3.6836,1.05405,1,0
Rogers,SnPb,Parylene,Medium,Microvia,ENIG,LineB,Chamber_1,VendorB,1.026,6,2.0,397,-40,125,165,8.257,102,81,80.79,0.074,1.701,0.994617,0,109.17,292.82,27.15,7.432,0.794,107,2.437,255,68.42,287.0,31.0,0.05,7.573,146.514,64.127,5.138,2.302,14.467,3.6201,1.030623,1,0
Ceramic,LowTemp,Acrylic,Low,BlindBuried,OSP,LineC,Chamber_3,VendorB,2.253,8,1.0,1248,-40,105,145,8.098,39,17,75.5,0.156,17.875,1.034802,0,216.68,403.0,24.32,2.167,0.464,399,4.374,245,5.06,400.0,8.0,0.01,4.098,155.201,189.464,5.107,3.039,18.548,3.5264,1.071294,1,0
FR4,SnPb,None,Medium,StackedMicrovia,ImmAg,LineC,Chamber_1,VendorB,2.442,4,1.0,566,-40,85,125,3.437,75,106,22.74,26.013,1.448,0.973837,0,208.46,165.59,22.82,0.846,0.25,657,6.895,245,31.49,136.0,69.0,0.18,4.065,101.311,60.261,7.893,3.12,0.0,2.1842,0.995108,0,0
FR4,SnAgCu,NanoCeramic,High,Microvia,ENIG,LineB,Chamber_2,VendorC,2.514,10,0.5,1658,-65,70,135,4.097,32,82,87.49,0.388,15.915,1.001754,0,41.04,558.74,1.1,4.99,0.517,528,4.216,245,57.96,136.0,69.0,0.18,0.533,134.116,96.555,10.633,3.715,14.903,3.7735,1.039556,1,0
HighTg_FR4,SACXPlus,None,Medium,BlindBuried,HASL,LineB,Chamber_1,VendorC,2.636,6,2.0,1062,-65,85,150,9.393,96,37,42.25,1.013,3.491,1.008681,1,86.14,358.3,24.66,0.139,0.554,314,2.624,245,62.99,172.0,55.0,0.13,2.497,84.371,65.478,9.445,2.77,0.58,3.8725,1.047742,1,0
HighTg_FR4,SACXPlus,NanoCeramic,Medium,Microvia,OSP,LineB,Chamber_1,VendorD,2.264,4,2.0,953,-55,85,140,9.872,45,51,48.65,4.057,0.396,1.002065,1,34.4,598.88,26.44,0.892,1.909,185,4.932,255,61.74,172.0,55.0,0.13,1.518,96.558,56.834,8.378,3.017,1.386,2.2837,1.024949,0,0
HighTg_FR4,SnAgCu,Parylene,Medium,Through,HASL,LineB,Chamber_2,VendorD,1.808,12,1.0,1938,-65,70,135,10.051,91,58,54.88,7.093,15.386,1.001848,1,84.16,555.08,2.55,4.548,0.807,198,0.655,255,56.09,172.0,55.0,0.13,1.264,117.575,116.27,6.804,2.395,12.005,3.2444,1.034352,1,0
Polyimide,SnPb,Parylene,Low,StackedMicrovia,OSP,LineA,Chamber_2,VendorB,2.671,4,1.0,995,-20,105,125,17.691,15,110,78.95,,3.318,0.987518,0,84.09,402.22,30.87,2.356,0.128,12,6.41,245,13.7,255.0,47.0,0.27,1.598,129.218,119.046,7.156,2.691,13.155,3.2785,1.019893,1,0
HighTg_FR4,LowTemp,Parylene,UltraHigh,StackedMicrovia,,LineA,Chamber_2,VendorC,1.14,4,1.0,548,-65,85,150,1.481,76,69,21.09,1.519,9.53,0.993096,1,29.81,487.63,15.73,4.954,0.584,446,5.782,245,25.59,172.0,55.0,0.13,1.96,209.085,74.1,4.64,2.605,20.688,2.4365,1.017293,0,0
Ceramic,SnAgCu,None,Medium,Through,HASL,LineB,Chamber_1,VendorA,0.862,4,2.0,1159,-55,70,125,14.324,117,100,,0.606,14.882,1.006884,0,216.74,596.76,26.23,2.728,1.118,475,2.218,255,42.55,400.0,8.0,0.01,12.716,119.099,72.965,4.016,2.694,22.388,3.143,1.03853,1,0
FR4,SACXPlus,Silicone,Low,Microvia,OSP,LineD,Chamber_3,VendorC,1.606,8,1.0,1790,-40,105,145,6.851,60,9,92.15,0.102,2.785,0.974635,0,204.45,250.33,23.73,2.365,0.767,370,2.16,265,10.12,136.0,69.0,0.18,5.231,158.619,129.158,16.524,2.857,10.884,4.1544,1.015125,1,0
FR4,SnAgCu,Parylene,Low,Through,OSP,LineA,Chamber_2,VendorE,1.923,6,1.0,183,-20,125,145,13.75,59,64,92.28,0.154,13.339,1.010864,1,224.12,515.71,27.18,2.926,0.61,558,6.669,255,28.51,136.0,69.0,0.18,5.25,40.412,22.388,39.256,2.37,10.471,2.8536,1.03971,0,0
FR4,LowTemp,Parylene,High,BlindBuried,ENIG,LineB,Chamber_3,VendorC,2.128,6,1.0,650,-65,85,150,13.45,84,15,80.43,43.307,9.568,0.998631,0,183.25,648.23,0.76,5.268,0.318,524,2.783,245,,136.0,69.0,0.18,2.394,121.204,86.659,13.0,2.502,15.178,3.4276,1.03286,1,0
FR4,SnAgCu,Acrylic,High,Microvia,ImmAg,LineA,Chamber_1,VendorE,2.412,4,3.0,1297,-55,150,205,11.461,104,49,21.5,82.6,4.606,1.006627,0,186.73,41.21,21.87,4.828,0.772,527,4.976,245,21.7,136.0,69.0,0.18,7.715,176.147,164.764,59.445,3.2,11.039,3.88,1.045684,1,0
Rogers,SnAgCu,None,Low,StackedMicrovia,ImmAg,LineB,Chamber_1,VendorA,0.756,4,1.0,561,-40,125,165,11.656,99,69,60.74,26.535,0.748,1.010157,2,192.77,359.54,10.81,6.329,0.42,42,4.912,265,,287.0,31.0,0.05,7.452,198.679,63.593,7.638,2.441,17.584,4.15,1.052078,1,0
HighTg_FR4,SnPb,Acrylic,Low,Through,ENIG,LineC,Chamber_1,VendorD,2.384,4,1.0,1661,-40,125,165,12.214,12,101,47.03,0.511,4.733,1.044763,1,167.9,118.47,12.77,7.225,0.815,122,5.317,245,49.48,172.0,55.0,0.13,2.48,131.949,235.574,13.065,3.676,17.595,3.4308,1.080606,1,0
FR4,SnPb,Acrylic,Medium,Microvia,ImmAg,LineC,Chamber_2,VendorD,1.96,6,1.0,162,-40,105,145,13.659,40,37,13.43,0.194,7.646,1.016785,2,57.06,282.12,4.61,1.185,,629,0.707,235,0.89,136.0,69.0,0.18,1.051,61.734,23.179,15.656,2.22,0.0,1.5182,1.032222,0,0
Ceramic,SACXPlus,Silicone,Medium,Microvia,ENIG,LineC,Chamber_2,VendorD,2.701,4,2.0,609,-65,125,190,3.064,103,34,12.95,2.398,6.623,0.985579,0,57.46,583.55,19.42,3.354,1.234,408,4.13,265,67.36,400.0,8.0,0.01,1.97,95.849,56.059,2.496,2.977,9.01,2.4058,1.00929,0,0
HighTg_FR4,SACXPlus,Parylene,High,Through,HASL,LineC,Chamber_2,VendorC,1.431,6,2.0,1310,-20,85,105,7.006,118,103,84.83,0.103,12.904,1.025941,1,129.08,155.33,24.54,1.899,1.031,96,6.663,255,38.09,172.0,55.0,0.13,4.991,71.722,80.701,7.189,3.537,11.554,3.604,1.062915,1,0
FR4,SnAgCu,Parylene,Low,Microvia,ImmAg,LineA,Chamber_1,VendorA,1.996,8,3.0,1887,-40,105,145,15.283,81,68,14.33,52.395,7.377,0.96744,1,171.31,44.42,8.28,2.08,0.677,164,6.471,255,47.31,136.0,69.0,0.18,2.918,166.723,166.672,15.01,4.09,16.688,3.4504,1.000821,1,0
FR4,SnAgCu,Silicone,Medium,Microvia,ENIG,LineB,Chamber_1,,2.31,6,1.0,803,-20,85,105,10.224,6,89,30.97,17.146,6.846,0.994675,0,24.6,213.5,5.31,4.583,0.211,677,3.903,245,44.83,136.0,69.0,0.18,0.544,75.243,56.043,8.504,3.059,0.0,1.3436,1.00804,0,0
FR4,SnAgCu,Acrylic,Medium,Microvia,ImmAg,LineA,Chamber_1,VendorC,1.784,6,1.0,615,-20,85,105,3.155,84,113,19.87,81.828,14.62,1.002083,0,139.3,550.06,32.35,3.226,0.275,442,1.325,255,,136.0,69.0,0.18,3.986,76.964,47.512,5.951,1.989,0.431,1.5912,1.018028,0,0
Polyimide,SnPb,Acrylic,Medium,StackedMicrovia,HASL,LineD,Chamber_3,VendorC,1.027,6,1.0,2044,-40,150,190,17.34,114,11,,33.447,8.351,0.996112,2,214.94,93.15,8.23,1.375,0.533,327,4.71,255,,255.0,47.0,0.27,8.394,443.253,355.816,13.872,4.286,,9.0498,1.086258,1,1
FR4,SnPb,Acrylic,Medium,Through,HASL,LineC,Chamber_1,VendorA,0.805,4,2.0,1149,-65,105,170,17.791,98,75,75.92,,17.739,1.003381,4,45.98,418.62,11.17,4.228,0.935,347,5.326,245,49.41,136.0,69.0,0.18,2.95,195.38,145.576,26.311,3.34,26.838,6.4129,1.067727,1,1
FR4,SACXPlus,None,Low,Through,HASL,LineA,Chamber_1,VendorA,0.934,6,2.0,477,-40,70,110,9.618,89,14,30.4,0.545,10.34,0.997975,1,87.47,524.94,29.97,8.274,0.608,424,7.024,255,18.9,136.0,69.0,0.18,3.899,58.998,26.932,9.243,2.511,8.916,1.948,1.017416,0,0
FR4,LowTemp,None,Medium,Through,ENIG,LineA,Chamber_1,VendorE,1.739,4,1.0,1929,-40,85,125,9.971,66,112,77.95,28.362,,1.015417,1,237.06,407.87,14.23,8.087,0.759,410,6.621,265,6.62,136.0,69.0,0.18,4.82,152.508,239.357,16.804,4.107,17.923,5.2019,1.068238,1,0
Polyimide,SnAgCu,Acrylic,Low,Through,ImmAg,LineB,Chamber_1,VendorB,2.043,8,1.0,101,-65,105,170,5.823,109,56,22.1,4.362,15.88,0.994213,1,91.01,655.71,11.26,0.18,1.159,420,3.411,265,71.52,255.0,47.0,0.27,1.654,36.494,15.278,6.527,2.506,6.602,0.6598,1.000773,0,0
FR4,SnAgCu,Acrylic,Low,BlindBuried,ENIG,LineD,Chamber_3,VendorB,1.898,6,1.0,1635,-55,125,180,9.678,78,56,38.82,39.77,7.453,0.998612,0,24.38,534.95,2.36,8.337,0.801,227,5.464,235,67.41,136.0,69.0,0.18,0.596,167.199,171.278,37.198,4.103,21.855,4.4332,1.042883,1,0
Rogers,SnPb,Silicone,UltraHigh,StackedMicrovia,HASL,LineA,Chamber_1,,2.197,6,2.0,1997,-55,125,180,17.463,64,27,28.35,0.592,11.028,1.021258,1,169.77,79.87,26.8,11.811,0.435,47,4.663,235,52.18,287.0,31.0,0.05,8.687,284.662,287.088,5.618,3.498,37.023,6.4938,1.087577,1,1
FR4,SnPb,None,Medium,BlindBuried,ENIG,LineB,Chamber_3,VendorC,0.782,10,1.0,1285,-20,70,90,5.179,109,78,47.8,3.183,2.534,1.011618,3,236.15,601.87,25.02,1.68,1.72,379,2.182,255,38.73,136.0,69.0,0.18,10.411,140.972,111.467,11.567,2.731,14.765,5.1215,1.063428,1,0
Polyimide,SnAgCu,Acrylic,Medium,Microvia,ENIG,LineB,Chamber_2,VendorD,0.986,4,1.0,2017,-40,70,110,6.039,6,68,96.25,1.679,9.486,0.997961,0,69.21,392.56,9.27,5.691,0.923,414,2.547,255,42.84,255.0,47.0,0.27,1.992,186.384,115.558,13.828,3.187,17.844,5.0532,1.04839,1,0
HighTg_FR4,SnAgCu,None,Low,Through,OSP,LineC,Chamber_2,VendorE,2.298,4,0.5,1385,-40,70,110,16.237,20,114,73.79,0.201,7.632,1.005668,1,65.97,678.03,20.72,1.179,0.986,371,6.155,265,35.73,172.0,55.0,0.13,0.94,72.704,80.592,12.77,3.727,5.842,2.983,1.035667,0,0
